ensgene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	test	chromosome_name	start_position	end_position	strand	gene_biotype	description	external_gene_name
ENSG00000186481	11.531854736226148	3.2206242909687677	0.8702323117459382	3.7008787739761835	2.1485410776691358e-4	0.014871640850648975	TRUE	18	14179097	14252140	1	transcribed_unprocessed_pseudogene	ankyrin repeat domain 20 family member A5, pseudogene [Source:HGNC Symbol;Acc:HGNC:33833]	ANKRD20A5P
ENSG00000188613	36.51886593355259	-2.063158756910588	0.47910767630622864	-4.306252767262886	1.6604331554458207e-5	0.0017860875563984774	TRUE	10	119029714	119033730	1	protein_coding	nanos C2HC-type zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:23044]	NANOS1
ENSG00000196136	1495.9520486580163	1.4780573778277382	0.19927138953390666	7.417308532272978	1.1952429365890205e-13	5.43664787157063e-11	TRUE	14	94612384	94624055	1	protein_coding	serpin family A member 3 [Source:HGNC Symbol;Acc:HGNC:16]	SERPINA3
ENSG00000196693	317.22887125763054	-1.4363153726572817	0.3460570234635891	-4.150516461944908	3.317259073947087e-5	0.0030526453443489956	TRUE	10	42574185	42638570	-1	protein_coding	zinc finger protein 33B [Source:HGNC Symbol;Acc:HGNC:13097]	ZNF33B
ENSG00000196912	155.0706231018724	-1.2157915988901504	0.28125144488214615	-4.322792366096495	1.5406671566691097e-5	0.0016799603516556318	TRUE	2	97492663	97589965	-1	protein_coding	ankyrin repeat domain 36B [Source:HGNC Symbol;Acc:HGNC:29333]	ANKRD36B
ENSG00000197283	451.98915144999205	-2.0758679743687853	0.59642613889503	-3.480511397797967	5.00457530118444e-4	0.02961815568582018	TRUE	6	33419661	33453689	1	protein_coding	synaptic Ras GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:11497]	SYNGAP1
ENSG00000198848	82.94350021284615	1.1732994860626216	0.2930279498212253	4.004053151852733	6.22663650848548e-5	0.005189950430109363	TRUE	16	55802851	55833337	-1	protein_coding	carboxylesterase 1 [Source:HGNC Symbol;Acc:HGNC:1863]	CES1
ENSG00000203785	50.30227306043623	3.5506520373870507	0.47332265240289356	7.5015468187749565	6.306909472593234e-14	2.953117611873067e-11	TRUE	1	153093135	153106184	-1	protein_coding	small proline rich protein 2E [Source:HGNC Symbol;Acc:HGNC:11265]	SPRR2E
ENSG00000204764	41.240948079098025	-2.131525600948417	0.5202488780296552	-4.0971267617552	4.183098631402536e-5	0.003679277912261236	TRUE	5	170861870	171300015	1	protein_coding	RAN binding protein 17 [Source:HGNC Symbol;Acc:HGNC:14428]	RANBP17
ENSG00000205488	290.42892899808896	-1.0472734677436637	0.19916088603296112	-5.258429446685329	1.452909070959476e-7	2.8912890512093574e-05	TRUE	10	5510036	5526246	-1	lncRNA	CALML3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44682]	CALML3-AS1
ENSG00000206965	31.459909719914716	-2.0309286695190854	0.5962283228332974	-3.406293514987753	6.585134160992433e-4	0.03577997810341281	TRUE	2	174557966	174558072	-1	snRNA	RNA, U6 small nuclear 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:34249]	RNU6-5P
ENSG00000213928	616.5811435492475	1.5126050555037072	0.18440382343888378	8.20267729429712	2.350916562498085e-16	1.3366639883917683e-13	TRUE	14	24161265	24166565	1	protein_coding	interferon regulatory factor 9 [Source:HGNC Symbol;Acc:HGNC:6131]	IRF9
ENSG00000214455	25.335125541193623	-1.9242765323771625	0.5749518902052859	-3.3468479105096978	8.1736041291524e-4	0.04170633901798276	TRUE	13	45390353	45391267	-1	processed_pseudogene	reticulocalbin 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39204]	RCN1P2
ENSG00000229212	10.974686507634015	-6.609918516588072	1.4506757372893027	-4.556441075480593	5.202762561587124e-6	7.079314528245044e-4	TRUE	15	85180200	85234795	-1	transcribed_unprocessed_pseudogene	golgin subfamily A pseudogene	AC044860.1
ENSG00000231574	108.61464551481936	1.4643710450174698	0.3267339025290461	4.481846033370503	7.40001253951264e-6	9.203765596018846e-4	TRUE	3	177816865	177899224	1	lncRNA	long intergenic non-protein coding RNA 2015 [Source:HGNC Symbol;Acc:HGNC:52850]	LINC02015
ENSG00000232810	31.89384311100992	2.010613876911989	0.4803432120907401	4.185785967830373	2.841810357862748e-5	0.002741916418010603	TRUE	6	31575565	31578336	1	protein_coding	tumor necrosis factor [Source:HGNC Symbol;Acc:HGNC:11892]	TNF
ENSG00000234745	912.681100512807	1.1143399490157033	0.21356192807896995	5.217877357820294	1.8098523156441476e-7	3.557141835191954e-5	TRUE	6	31269491	31357188	-1	protein_coding	major histocompatibility complex, class I, B [Source:HGNC Symbol;Acc:HGNC:4932]	HLA-B
ENSG00000241322	189.7031033354613	1.2678513155008955	0.27376686297598707	4.631135053083844	3.636665532565874e-6	5.311533511784286e-4	TRUE	17	15565483	15619704	-1	protein_coding	CMT1A duplicated region transcript 1 [Source:HGNC Symbol;Acc:HGNC:14379]	CDRT1
ENSG00000241431	302.6679221986477	-1.048406133853641	0.2874040263636534	-3.647847760236625	2.6444624639253696e-4	0.01754160101070495	TRUE	8	56588385	56588787	1	transcribed_processed_pseudogene	ribosomal protein L37 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:31080]	RPL37P6
ENSG00000241794	657.3288891081919	1.8403103169089114	0.19871131488599075	9.261225602401035	2.0209890047373515e-20	1.5321021407342208e-17	TRUE	1	153056120	153057512	-1	protein_coding	small proline rich protein 2A [Source:HGNC Symbol;Acc:HGNC:11261]	SPRR2A
ENSG00000243232	121.49789462147415	-1.5407399817789003	0.34898050222219	-4.41497439532578	1.0102194670721858e-5	0.0011825510232197941	TRUE	5	140966470	141012347	1	protein_coding	protocadherin alpha subfamily C, 2 [Source:HGNC Symbol;Acc:HGNC:8677]	PCDHAC2
ENSG00000243649	814.5908777553451	1.9374511661623999	0.1598227481667612	12.122499383760047	8.027316004827715e-34	1.5974358849607153e-30	TRUE	6	31945650	31952084	1	protein_coding	complement factor B [Source:HGNC Symbol;Acc:HGNC:1037]	CFB
ENSG00000244242	136.08462389700605	-2.0216748315342588	0.35142776964573547	-5.752746385330484	8.780516153330848e-9	2.0556737817798104e-6	TRUE	11	1732406	1750595	-1	protein_coding	interferon induced transmembrane protein 10 [Source:HGNC Symbol;Acc:HGNC:40022]	IFITM10
ENSG00000253522	17.122993072399805	5.542357648032562	1.198452682752299	4.624594469015077	3.7533199589049318e-6	5.395107643357119e-4	TRUE	5	160438594	160487426	1	lncRNA	MIR3142 host gene [Source:HGNC Symbol;Acc:HGNC:51944]	MIR3142HG
ENSG00000255071	36.59045453466965	1.8502589024712872	0.4760086861609022	3.8870276032018793	1.0147921827742085e-4	0.007997768093943267	TRUE	11	18231423	18248635	-1	protein_coding	SAA2-SAA4 readthrough [Source:HGNC Symbol;Acc:HGNC:39550]	SAA2-SAA4
ENSG00000255508	1478.9239064940905	-1.2174555057448408	0.20638307448497728	-5.899008476266594	3.6569245254127532e-9	9.62669972017454e-7	TRUE	11	62559603	62591531	-1	protein_coding	novel protein	AP002990.1
ENSG00000259115	7.953585259457367	-5.477639509727218	1.4277351996252696	-3.8365934461550752	1.2475274001166124e-4	0.009594510246307473	TRUE	14	70593314	70641204	-1	lncRNA	novel transcript	AL357153.3
ENSG00000259207	104.56164093137224	1.132367091168116	0.2708300288873514	4.181098734952729	2.9010384919934124e-5	0.0027679196612480734	TRUE	17	47253827	47313743	1	protein_coding	integrin subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:6156]	ITGB3
ENSG00000259399	218.70611500252363	1.4380845012668546	0.340292097379711	4.226029673742863	2.378506404037788e-5	0.0023814982359925524	TRUE	20	36574553	36612384	1	protein_coding	TGIF2-RAB5IF readthrough [Source:HGNC Symbol;Acc:HGNC:44664]	TGIF2-RAB5IF
ENSG00000261175	28.739818886423123	2.3123389381454627	0.6459333486310753	3.579841392375848	3.438028205673779e-4	0.021893363613730624	TRUE	16	86710122	86742083	1	lncRNA	long intergenic non-protein coding RNA 2188 [Source:HGNC Symbol;Acc:HGNC:53050]	LINC02188
ENSG00000262880	26.01438620473512	8.05109730697635	1.3286290898124369	6.059702718170146	1.3637335759588702e-9	3.743213539528485e-7	TRUE	17	7420103	7444081	1	lncRNA	novel transcript	AC113189.2
ENSG00000265817	94.03610970821647	-1.3324867070748396	0.31491520587326366	-4.231255532357791	2.323904797723729e-5	0.0023564690687746348	TRUE	8	94378377	94436952	-1	protein_coding	fibrinogen silencer binding protein [Source:HGNC Symbol;Acc:HGNC:43653]	FSBP
ENSG00000267059	16.689246754636994	20.80803951543769	3.9095790989851773	5.322322170393971	1.0245091888171743e-7	2.0910495238422328e-5	TRUE	19	1578339	1605445	-1	protein_coding	novel transcript, readthrough between UQCR11 and MBD3	AC005943.1
ENSG00000268104	1652.103484302324	1.2794459698008094	0.14223746240699695	8.995140577942923	2.359300840707032e-19	1.6330464949589544e-16	TRUE	X	116436606	116461458	1	protein_coding	solute carrier family 6 member 14 [Source:HGNC Symbol;Acc:HGNC:11047]	SLC6A14
ENSG00000269001	148.29477561491595	-1.729023798841296	0.4056704119542096	-4.262139283247655	2.02479171156297e-5	0.0021068420946459138	TRUE	19	53197111	53214522	1	transcribed_unprocessed_pseudogene	zinc finger protein 818, pseudogene	AC092070.2
ENSG00000270025	8.916774337901531	-6.666621710173349	1.473447618533893	-4.524505402375117	6.053690676518476e-6	7.899570128702799e-4	TRUE	10	48050282	48060016	-1	transcribed_unprocessed_pseudogene	BMS1 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:23655]	BMS1P7
ENSG00000272822	24.654585202545025	2.2956230930518435	0.6205818726767778	3.6991462273141353	2.1632594530507932e-4	0.014908697182930144	TRUE	12	48903503	48957365	-1	protein_coding	novel protein	AC073610.2
ENSG00000272916	23.238475408094043	2.014391030095257	0.5964221306350788	3.3774585593433715	7.315897581029907e-4	0.038565923672184144	TRUE	10	73796514	73811651	-1	protein_coding	novel transcript	AC022400.5
ENSG00000273259	671.9629816774631	1.436751063498896	0.17342458921751844	8.28458680502824	1.1851984312838153e-16	7.257061163860899e-14	TRUE	14	94592058	94624646	1	protein_coding	novel protein	AL049839.2
ENSG00000276980	138.59296961527934	1.6151528032428253	0.240956692022455	6.70308340343711	2.040669092328884e-11	7.219433766639074e-9	TRUE	19	6716386	6717742	-1	lncRNA	novel transcript, sense intronic C3	AC008760.2
ENSG00000282458	1344.3053431311664	1.1364665753859746	0.2251808523560417	5.04690591360346	4.4902232933018134e-7	8.312134282484287e-5	TRUE	19	60951	71626	-1	transcribed_processed_pseudogene	WASP family homolog 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:33884]	WASH5P
ENSG00000285269	21.979008137882083	-2.558209733336807	0.7232153231932967	-3.5372725816168358	4.0428218651929106e-4	0.02485008652273017	TRUE	9	96235331	96352058	-1	protein_coding	solute carrier family 35 member D2 [Source:NCBI gene (formerly Entrezgene);Acc:11046]	AL160269.1
ENSG00000285953	8.60367709899043	6.474491082439073	1.4947238369164002	4.331563411603765	1.480542940050125e-5	0.0016255340417653786	TRUE	7	92131774	92245924	-1	protein_coding	novel protein	AC000120.4
